attack_id,datetime,year,month,lat,lon,basin,vessel_type,attack_type,crew_injured,hostages_taken,weapons,narrative
ASAM-2000-00337,2020-11-01T08:21:00,2020,11,3.4334,4.7862,Gulf of Guinea,Crude Oil Tanker,Boarded,0,0,AK-47,"Crude Oil Tanker attacked by Nigerian kidnap-for-ransom cell approx 218nm offshore. MOA: tanker product theft (siphon). Weapons observed: AK-47. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2001-00338,2021-12-15T22:44:00,2021,12,4.2961,5.0081,Gulf of Guinea,Offshore Supply,Attempted,0,0,Small arms,Offshore Supply attacked by Nigerian kidnap-for-ransom cell at anchorage. MOA: AK-47 + GPMG armed boarding. Weapons observed: small arms. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2002-00339,2018-09-10T19:51:00,2018,9,3.9352,7.7723,Gulf of Guinea,General Cargo,Boarded,0,0,Knives,"General Cargo attacked by Bakassi Strike Force remnant approx 31nm offshore. MOA: tanker product theft (siphon). Weapons observed: RPG-7. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2003-00340,2021-04-15T03:47:00,2021,4,5.7352,3.6649,Gulf of Guinea,Tug & Barge,Attempted,0,0,RPG,Tug & Barge attacked by Niger Delta militant offshoot approx 181nm offshore. MOA: AK-47 + GPMG armed boarding. Weapons observed: knives/machetes. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2004-00341,2014-10-19T02:09:00,2014,10,9.5519,114.1514,South China Sea,Crude Oil Tanker,Attempted,0,0,Knives,Crude Oil Tanker attacked by Filipino anchor-rob crew at anchorage. MOA: product theft (diesel siphoning). Weapons observed: RPG-7. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2005-00342,2014-12-13T19:52:00,2014,12,2.2804,102.2999,Strait of Malacca,Bulk Carrier,Hijacked,1,8,AK-47,"Bulk Carrier attacked by Free Aceh splinter (historical) at anchorage. MOA: nighttime stealth boarding at anchorage. Weapons observed: AK-47. vessel hijacked, crew of 24 taken to coastal anchorage; 1 crew sustained injuries; 8 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2006-00343,1998-11-27T01:21:00,1998,11,2.6244,4.4177,Gulf of Guinea,Container Ship,Attempted,0,0,AK-47,Container Ship attacked by Niger Delta militant offshoot approx 149nm offshore. MOA: kidnap-for-ransom of officers. Weapons observed: RPG-7. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2007-00344,2020-10-06T20:40:00,2020,10,4.7925,4.3777,Gulf of Guinea,General Cargo,Attempted,0,0,Small arms,General Cargo attacked by Bakassi Strike Force remnant at anchorage. MOA: kidnap-for-ransom of officers. Weapons observed: small arms. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2008-00345,2015-03-18T13:07:00,2015,3,10.6433,112.222,South China Sea,LPG/LNG Tanker,Suspicious Approach,0,0,Unknown,LPG/LNG Tanker attacked by Vietnamese coastal robbers underway in transit lane. MOA: product theft (diesel siphoning). Weapons observed: small arms. unidentified skiff shadowed vessel for 18 minutes before withdrawing.
ASAM-2009-00346,2003-03-22T19:17:00,2003,3,4.4023,100.6578,Strait of Malacca,Chemical Tanker,Attempted,0,0,Knives,"Chemical Tanker attacked by Riau Archipelago armed robbers at anchorage. MOA: knife-armed boarders, no firearms. Weapons observed: small arms. approach broken off after master sounded alarm and engaged firehoses."
ASAM-2010-00347,2009-09-27T21:11:00,2009,9,13.9096,48.9216,Gulf of Aden,Tug & Barge,Attempted,0,0,AK-47,Tug & Barge attacked by Puntland-based PAG in narrow channel. MOA: AK-47 small arms suppression. Weapons observed: small arms. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2011-00348,2019-04-01T19:19:00,2019,4,12.2596,-64.4731,Caribbean / Venezuelan,Chemical Tanker,Suspicious Approach,0,0,Unknown,Chemical Tanker attacked by Trinidad-Tobago smuggler crew in narrow channel. MOA: crew theft + minor injuries. Weapons observed: knives/machetes. unidentified skiff shadowed vessel for 18 minutes before withdrawing.
ASAM-2012-00349,2018-01-03T19:45:00,2018,1,2.681,3.8831,Gulf of Guinea,Bulk Carrier,Boarded,0,0,Knives,"Bulk Carrier attacked by Niger Delta militant offshoot underway in transit lane. MOA: fast attack craft >150nm offshore. Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2013-00350,2016-02-13T21:38:00,2016,2,5.5668,121.1876,Sulu Sea,General Cargo,Boarded,0,0,Unknown,"General Cargo attacked by BIFF splinter group at anchorage. MOA: M16 + RPG armed boarding. Weapons observed: AK-47. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2014-00351,2018-04-27T05:47:00,2018,4,2.839,5.6495,Gulf of Guinea,Bulk Carrier,Attempted,0,0,Knives,Bulk Carrier attacked by Bakassi Strike Force remnant in narrow channel. MOA: AK-47 + GPMG armed boarding. Weapons observed: RPG-7. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2015-00352,2023-04-19T03:21:00,2023,4,11.2243,-66.4362,Caribbean / Venezuelan,Bulk Carrier,Boarded,0,6,Unknown,"Bulk Carrier attacked by Venezuelan coastal gang approx 36nm offshore. MOA: crew theft + minor injuries. Weapons observed: M16 + RPG. boarders rifled bridge & masters cabin, stole cash and electronics; 6 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2016-00353,1997-07-20T13:08:00,1997,7,13.7394,46.6576,Gulf of Aden,Chemical Tanker,Boarded,0,0,AK-47,"Chemical Tanker attacked by Hobyo-Harardhere PAG at anchorage. MOA: mothership-launched skiff swarm. Weapons observed: AK-47. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2017-00354,2016-11-27T04:28:00,2016,11,8.1273,111.7268,South China Sea,Tug & Barge,Suspicious Approach,0,0,Unknown,Tug & Barge attacked by Filipino anchor-rob crew approx 186nm offshore. MOA: stealth anchorage boarding. Weapons observed: AK-47. unidentified skiff shadowed vessel for 18 minutes before withdrawing.
ASAM-2018-00355,2009-07-26T02:50:00,2009,7,12.7692,49.3968,Gulf of Aden,Bulk Carrier,Boarded,1,4,Knives,"Bulk Carrier attacked by Puntland-based PAG approx 213nm offshore. MOA: mothership-launched skiff swarm. Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics; 3 crew sustained injuries; 4 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2019-00356,2022-08-28T21:21:00,2022,8,2.0098,100.8088,Strait of Malacca,Chemical Tanker,Boarded,0,0,AK-47,"Chemical Tanker attacked by Riau Archipelago armed robbers in narrow channel. MOA: crew rob & flee in <30 min. Weapons observed: knives/machetes. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2020-00357,2020-10-17T21:18:00,2020,10,4.5551,7.1669,Gulf of Guinea,Container Ship,Attempted,0,0,AK-47,Container Ship attacked by Niger Delta militant offshoot at anchorage. MOA: kidnap-for-ransom of officers. Weapons observed: knives/machetes. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2021-00358,2008-11-21T07:39:00,2008,11,2.5434,100.2642,Strait of Malacca,Chemical Tanker,Attempted,0,0,Unknown,Chemical Tanker attacked by Riau Archipelago armed robbers underway in transit lane. MOA: nighttime stealth boarding at anchorage. Weapons observed: AK-47. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2022-00359,2012-08-13T04:11:00,2012,8,13.2633,49.8705,Gulf of Aden,Container Ship,Boarded,0,0,Small arms,"Container Ship attacked by Hobyo-Harardhere PAG at anchorage. MOA: mothership-launched skiff swarm. Weapons observed: AK-47. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2023-00360,2021-11-22T03:55:00,2021,11,3.9828,100.0231,Strait of Malacca,General Cargo,Hijacked,0,17,Small arms,"General Cargo attacked by Free Aceh splinter (historical) approx 81nm offshore. MOA: fast skiff rob at narrow channel. Weapons observed: AK-47. vessel hijacked, crew of 25 taken to coastal anchorage; 17 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2024-00361,2000-12-26T15:11:00,2000,12,3.1013,100.6412,Strait of Malacca,Chemical Tanker,Boarded,0,0,AK-47,"Chemical Tanker attacked by Free Aceh splinter (historical) underway in transit lane. MOA: nighttime stealth boarding at anchorage. Weapons observed: AK-47. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2025-00362,1999-05-08T11:53:00,1999,5,5.5442,4.8592,Gulf of Guinea,RoRo Vehicle Carrier,Boarded,0,6,Unknown,"RoRo Vehicle Carrier attacked by Bakassi Strike Force remnant underway in transit lane. MOA: AK-47 + GPMG armed boarding. Weapons observed: knives/machetes. boarders rifled bridge & masters cabin, stole cash and electronics; 6 crew taken hostage; ransom demand transmitted within 72h."
ASAM-1993-00363,2018-06-26T18:28:00,2018,6,5.7255,118.6294,Sulu Sea,Fishing Vessel,Boarded,1,0,Unknown,"Fishing Vessel attacked by Sulu archipelago kidnapping ring in narrow channel. MOA: hostage transfer to Jolo island camps. Weapons observed: knives/machetes. boarders rifled bridge & masters cabin, stole cash and electronics; 1 crew sustained injuries."
ASAM-1994-00364,2009-03-21T03:40:00,2009,3,15.0689,50.057,Gulf of Aden,Fishing Vessel,Hijacked,0,20,RPG,"Fishing Vessel attacked by Somali pirate skiff network in narrow channel. MOA: mothership-launched skiff swarm. Weapons observed: small arms. vessel hijacked, crew of 16 taken to coastal anchorage; 20 crew taken hostage; ransom demand transmitted within 72h."
ASAM-1995-00365,2019-10-28T00:11:00,2019,10,3.9137,6.4487,Gulf of Guinea,Fishing Vessel,Boarded,0,0,Unknown,"Fishing Vessel attacked by Nigerian kidnap-for-ransom cell in narrow channel. MOA: fast attack craft >150nm offshore. Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-1996-00366,2020-03-03T04:25:00,2020,3,7.1719,6.0987,Gulf of Guinea,Bulk Carrier,Boarded,0,0,Knives,"Bulk Carrier attacked by Niger Delta militant offshoot in narrow channel. MOA: kidnap-for-ransom of officers. Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-1997-00367,2018-06-09T23:16:00,2018,6,11.8877,-64.7251,Caribbean / Venezuelan,Chemical Tanker,Boarded,0,0,Unknown,"Chemical Tanker attacked by Venezuelan coastal gang underway in transit lane. MOA: crew theft + minor injuries. Weapons observed: RPG-7. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-1998-00368,2010-06-07T09:38:00,2010,6,6.1765,118.4774,Sulu Sea,Yacht,Attempted,0,0,Unknown,Yacht attacked by BIFF splinter group approx 40nm offshore. MOA: hostage transfer to Jolo island camps. Weapons observed: M16 + RPG. approach broken off after master sounded alarm and engaged firehoses.
ASAM-1999-00369,2004-04-19T20:57:00,2004,4,2.2204,103.3811,Strait of Malacca,Container Ship,Boarded,0,0,Unknown,"Container Ship attacked by Indonesian coastal gang in narrow channel. MOA: fast skiff rob at narrow channel. Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2000-00370,2018-09-07T04:25:00,2018,9,4.6365,3.3041,Gulf of Guinea,Bulk Carrier,Fired Upon,0,0,Small arms,"Bulk Carrier attacked by Niger Delta militant offshoot approx 165nm offshore. MOA: kidnap-for-ransom of officers. Weapons observed: AK-47. master engaged evasive maneuvers, RPG and small arms fire received."
ASAM-2001-00371,2012-10-21T03:34:00,2012,10,12.5665,49.6072,Gulf of Aden,Container Ship,Boarded,0,0,Unknown,"Container Ship attacked by Somali pirate skiff network underway in transit lane. MOA: RPG warning shot then boarding. Weapons observed: RPG-7. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2002-00372,2017-10-12T20:57:00,2017,10,5.6961,119.6661,Sulu Sea,Container Ship,Suspicious Approach,0,0,Knives,Container Ship attacked by BIFF splinter group in narrow channel. MOA: M16 + RPG armed boarding. Weapons observed: M16 + RPG. unidentified skiff shadowed vessel for 18 minutes before withdrawing.
ASAM-2003-00373,2005-11-13T14:44:00,2005,11,4.4007,99.5556,Strait of Malacca,Chemical Tanker,Attempted,0,0,Knives,Chemical Tanker attacked by Free Aceh splinter (historical) at anchorage. MOA: crew rob & flee in <30 min. Weapons observed: M16 + RPG. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2004-00374,2006-02-07T14:29:00,2006,2,12.7908,111.6947,South China Sea,Chemical Tanker,Boarded,0,0,Unknown,"Chemical Tanker attacked by Vietnamese coastal robbers in narrow channel. MOA: stealth anchorage boarding. Weapons observed: AK-47. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2005-00375,2008-10-23T23:04:00,2008,10,11.5815,49.158,Gulf of Aden,Chemical Tanker,Boarded,1,0,AK-47,"Chemical Tanker attacked by Hobyo-Harardhere PAG at anchorage. MOA: grappling hook boarding at low freeboard. Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics; 2 crew sustained injuries."
ASAM-2006-00376,2011-11-25T03:53:00,2011,11,12.2579,48.8126,Gulf of Aden,Crude Oil Tanker,Boarded,0,0,Unknown,"Crude Oil Tanker attacked by Puntland-based PAG approx 66nm offshore. MOA: AK-47 small arms suppression. Weapons observed: M16 + RPG. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2007-00377,2020-02-20T21:45:00,2020,2,1.6266,6.5677,Gulf of Guinea,Bulk Carrier,Boarded,0,0,Unknown,"Bulk Carrier attacked by Bakassi Strike Force remnant in narrow channel. MOA: fast attack craft >150nm offshore. Weapons observed: AK-47. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2008-00378,2025-08-17T19:09:00,2025,8,2.977,99.5397,Strait of Malacca,Chemical Tanker,Hijacked,0,13,Small arms,"Chemical Tanker attacked by Riau Archipelago armed robbers underway in transit lane. MOA: crew rob & flee in <30 min. Weapons observed: small arms. vessel hijacked, crew of 17 taken to coastal anchorage; 13 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2009-00379,2014-05-09T08:41:00,2014,5,11.2807,-64.7326,Caribbean / Venezuelan,Bulk Carrier,Hijacked,0,14,RPG,"Bulk Carrier attacked by Venezuelan coastal gang approx 26nm offshore. MOA: small arms intimidation. Weapons observed: AK-47. vessel hijacked, crew of 17 taken to coastal anchorage; 14 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2010-00380,2010-12-08T20:08:00,2010,12,11.889,48.8005,Gulf of Aden,Container Ship,Attempted,0,0,RPG,Container Ship attacked by Somali pirate skiff network approx 121nm offshore. MOA: RPG warning shot then boarding. Weapons observed: AK-47. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2011-00381,1993-11-16T11:25:00,1993,11,6.0988,120.4048,Sulu Sea,Container Ship,Fired Upon,0,0,Small arms,"Container Ship attacked by Abu Sayyaf maritime cell underway in transit lane. MOA: M16 + RPG armed boarding. Weapons observed: knives/machetes. master engaged evasive maneuvers, RPG and small arms fire received."
ASAM-2012-00382,2021-11-01T01:24:00,2021,11,5.9691,120.8932,Sulu Sea,RoRo Vehicle Carrier,Boarded,1,0,Unknown,"RoRo Vehicle Carrier attacked by BIFF splinter group in narrow channel. MOA: abduction of fishing crew. Weapons observed: RPG-7. boarders rifled bridge & masters cabin, stole cash and electronics; 3 crew sustained injuries."
ASAM-2013-00383,2004-06-14T02:46:00,2004,6,3.2769,100.2431,Strait of Malacca,Chemical Tanker,Hijacked,0,15,Small arms,"Chemical Tanker attacked by Free Aceh splinter (historical) in narrow channel. MOA: fast skiff rob at narrow channel. Weapons observed: M16 + RPG. vessel hijacked, crew of 22 taken to coastal anchorage; 15 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2014-00384,2006-01-15T03:09:00,2006,1,3.2214,101.3838,Strait of Malacca,Crude Oil Tanker,Boarded,0,0,Knives,"Crude Oil Tanker attacked by Free Aceh splinter (historical) at anchorage. MOA: fast skiff rob at narrow channel. Weapons observed: AK-47. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2015-00385,1997-08-09T03:39:00,1997,8,4.2612,99.359,Strait of Malacca,Container Ship,Hijacked,0,20,Unknown,"Container Ship attacked by Indonesian coastal gang in narrow channel. MOA: crew rob & flee in <30 min. Weapons observed: knives/machetes. vessel hijacked, crew of 17 taken to coastal anchorage; 20 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2016-00386,2011-12-21T22:05:00,2011,12,6.1561,122.126,Sulu Sea,Container Ship,Fired Upon,1,0,Unknown,"Container Ship attacked by Abu Sayyaf maritime cell underway in transit lane. MOA: abduction of fishing crew. Weapons observed: knives/machetes. master engaged evasive maneuvers, RPG and small arms fire received; 1 crew sustained injuries."
ASAM-2017-00387,2018-10-01T05:51:00,2018,10,5.9292,121.6888,Sulu Sea,Bulk Carrier,Boarded,0,0,Knives,"Bulk Carrier attacked by Abu Sayyaf maritime cell approx 251nm offshore. MOA: M16 + RPG armed boarding. Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2018-00388,2020-03-03T23:15:00,2020,3,3.3084,5.6768,Gulf of Guinea,Tug & Barge,Boarded,1,5,AK-47,"Tug & Barge attacked by Nigerian kidnap-for-ransom cell approx 90nm offshore. MOA: tanker product theft (siphon). Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics; 1 crew sustained injuries; 5 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2019-00389,2013-01-21T16:40:00,2013,1,3.1333,99.5459,Strait of Malacca,LPG/LNG Tanker,Fired Upon,0,0,Small arms,"LPG/LNG Tanker attacked by Indonesian coastal gang approx 160nm offshore. MOA: fast skiff rob at narrow channel. Weapons observed: M16 + RPG. master engaged evasive maneuvers, RPG and small arms fire received."
ASAM-2020-00390,2001-05-21T20:14:00,2001,5,5.0317,3.2225,Gulf of Guinea,RoRo Vehicle Carrier,Hijacked,0,26,Knives,"RoRo Vehicle Carrier attacked by Niger Delta militant offshoot in narrow channel. MOA: AK-47 + GPMG armed boarding. Weapons observed: RPG-7. vessel hijacked, crew of 22 taken to coastal anchorage; 26 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2021-00391,1997-05-02T21:23:00,1997,5,13.8515,47.9978,Gulf of Aden,General Cargo,Boarded,0,0,Small arms,"General Cargo attacked by Hobyo-Harardhere PAG underway in transit lane. MOA: AK-47 small arms suppression. Weapons observed: RPG-7. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2022-00392,2008-12-01T03:20:00,2008,12,12.7369,47.5754,Gulf of Aden,General Cargo,Suspicious Approach,0,0,Knives,General Cargo attacked by Puntland-based PAG underway in transit lane. MOA: AK-47 small arms suppression. Weapons observed: M16 + RPG. unidentified skiff shadowed vessel for 18 minutes before withdrawing.
ASAM-2023-00393,2006-03-27T22:58:00,2006,3,6.9852,119.083,Sulu Sea,General Cargo,Attempted,0,0,Knives,General Cargo attacked by Abu Sayyaf maritime cell underway in transit lane. MOA: speedboat intercept tug & barge. Weapons observed: knives/machetes. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2024-00394,2010-07-26T21:15:00,2010,7,13.0048,49.5333,Gulf of Aden,Fishing Vessel,Boarded,0,0,Knives,"Fishing Vessel attacked by Puntland-based PAG underway in transit lane. MOA: AK-47 small arms suppression. Weapons observed: AK-47. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2025-00395,2003-09-24T03:51:00,2003,9,14.751,49.3042,Gulf of Aden,Container Ship,Suspicious Approach,0,0,RPG,Container Ship attacked by Puntland-based PAG underway in transit lane. MOA: mothership-launched skiff swarm. Weapons observed: AK-47. unidentified skiff shadowed vessel for 18 minutes before withdrawing.
ASAM-1993-00396,2005-02-08T10:36:00,2005,2,4.3724,99.1972,Strait of Malacca,Bulk Carrier,Suspicious Approach,0,0,RPG,Bulk Carrier attacked by Riau Archipelago armed robbers approx 255nm offshore. MOA: fast skiff rob at narrow channel. Weapons observed: small arms. unidentified skiff shadowed vessel for 18 minutes before withdrawing.
ASAM-1994-00397,2019-07-03T22:28:00,2019,7,5.5875,4.2377,Gulf of Guinea,Crude Oil Tanker,Boarded,1,1,Knives,"Crude Oil Tanker attacked by Nigerian kidnap-for-ransom cell at anchorage. MOA: fast attack craft >150nm offshore. Weapons observed: knives/machetes. boarders rifled bridge & masters cabin, stole cash and electronics; 3 crew sustained injuries; 1 crew taken hostage; ransom demand transmitted within 72h."
ASAM-1995-00398,2021-12-09T22:41:00,2021,12,4.1676,5.2431,Gulf of Guinea,Fishing Vessel,Boarded,0,1,Unknown,"Fishing Vessel attacked by Bakassi Strike Force remnant underway in transit lane. MOA: fast attack craft >150nm offshore. Weapons observed: AK-47. boarders rifled bridge & masters cabin, stole cash and electronics; 1 crew taken hostage; ransom demand transmitted within 72h."
ASAM-1996-00399,2018-09-15T08:59:00,2018,9,4.4563,7.6755,Gulf of Guinea,Bulk Carrier,Boarded,0,3,Small arms,"Bulk Carrier attacked by Bakassi Strike Force remnant at anchorage. MOA: AK-47 + GPMG armed boarding. Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics; 3 crew taken hostage; ransom demand transmitted within 72h."
ASAM-1997-00400,2005-09-27T05:09:00,2005,9,11.4226,47.2347,Gulf of Aden,Bulk Carrier,Attempted,0,0,RPG,Bulk Carrier attacked by Puntland-based PAG underway in transit lane. MOA: mothership-launched skiff swarm. Weapons observed: AK-47. approach broken off after master sounded alarm and engaged firehoses.
ASAM-1998-00401,2020-07-08T05:10:00,2020,7,2.5626,5.8728,Gulf of Guinea,RoRo Vehicle Carrier,Suspicious Approach,0,0,Knives,RoRo Vehicle Carrier attacked by Niger Delta militant offshoot in narrow channel. MOA: AK-47 + GPMG armed boarding. Weapons observed: AK-47. unidentified skiff shadowed vessel for 18 minutes before withdrawing.
ASAM-1999-00402,2004-06-21T03:44:00,2004,6,3.4443,99.8952,Strait of Malacca,Bulk Carrier,Fired Upon,0,0,AK-47,"Bulk Carrier attacked by Riau Archipelago armed robbers in narrow channel. MOA: crew rob & flee in <30 min. Weapons observed: knives/machetes. master engaged evasive maneuvers, RPG and small arms fire received."
ASAM-2000-00403,2006-09-07T03:51:00,2006,9,5.0889,101.4242,Strait of Malacca,Fishing Vessel,Attempted,0,0,Unknown,Fishing Vessel attacked by Riau Archipelago armed robbers approx 76nm offshore. MOA: crew rob & flee in <30 min. Weapons observed: small arms. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2001-00404,2016-07-24T12:16:00,2016,7,7.3351,122.8141,Sulu Sea,Chemical Tanker,Boarded,0,0,Knives,"Chemical Tanker attacked by Sulu archipelago kidnapping ring approx 110nm offshore. MOA: abduction of fishing crew. Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2002-00405,2003-03-28T19:42:00,2003,3,3.3948,103.1207,Strait of Malacca,Chemical Tanker,Hijacked,0,12,Knives,"Chemical Tanker attacked by Riau Archipelago armed robbers underway in transit lane. MOA: fast skiff rob at narrow channel. Weapons observed: AK-47. vessel hijacked, crew of 26 taken to coastal anchorage; 12 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2003-00406,2021-05-27T05:45:00,2021,5,2.5211,3.9652,Gulf of Guinea,Crude Oil Tanker,Boarded,0,0,Knives,"Crude Oil Tanker attacked by Bakassi Strike Force remnant at anchorage. MOA: tanker product theft (siphon). Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2004-00407,2000-04-15T12:41:00,2000,4,6.0047,119.3283,Sulu Sea,Bulk Carrier,Boarded,1,0,RPG,"Bulk Carrier attacked by BIFF splinter group in narrow channel. MOA: M16 + RPG armed boarding. Weapons observed: RPG-7. boarders rifled bridge & masters cabin, stole cash and electronics; 2 crew sustained injuries."
ASAM-2005-00408,2019-05-05T02:27:00,2019,5,9.75,-66.4052,Caribbean / Venezuelan,Yacht,Attempted,0,0,Knives,Yacht attacked by Venezuelan coastal gang at anchorage. MOA: small arms intimidation. Weapons observed: AK-47. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2006-00409,2017-03-28T18:52:00,2017,3,6.8143,119.8639,Sulu Sea,Fishing Vessel,Suspicious Approach,0,0,Unknown,Fishing Vessel attacked by Abu Sayyaf maritime cell underway in transit lane. MOA: abduction of fishing crew. Weapons observed: AK-47. unidentified skiff shadowed vessel for 18 minutes before withdrawing.
ASAM-2007-00410,2004-12-23T09:16:00,2004,12,2.5472,101.6654,Strait of Malacca,Bulk Carrier,Boarded,0,2,Unknown,"Bulk Carrier attacked by Free Aceh splinter (historical) underway in transit lane. MOA: fast skiff rob at narrow channel. Weapons observed: knives/machetes. boarders rifled bridge & masters cabin, stole cash and electronics; 2 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2008-00411,2018-03-02T01:28:00,2018,3,6.7871,120.1004,Sulu Sea,Crude Oil Tanker,Hijacked,0,26,RPG,"Crude Oil Tanker attacked by Abu Sayyaf maritime cell underway in transit lane. MOA: hostage transfer to Jolo island camps. Weapons observed: RPG-7. vessel hijacked, crew of 12 taken to coastal anchorage; 26 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2009-00412,2005-06-14T00:40:00,2005,6,12.4552,49.4379,Gulf of Aden,Offshore Supply,Attempted,0,0,AK-47,Offshore Supply attacked by Hobyo-Harardhere PAG at anchorage. MOA: grappling hook boarding at low freeboard. Weapons observed: AK-47. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2010-00413,2020-07-10T03:42:00,2020,7,2.6371,3.2776,Gulf of Guinea,Chemical Tanker,Attempted,0,0,Unknown,Chemical Tanker attacked by Bakassi Strike Force remnant underway in transit lane. MOA: tanker product theft (siphon). Weapons observed: RPG-7. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2011-00414,2010-07-08T23:31:00,2010,7,15.3384,46.9994,Gulf of Aden,Fishing Vessel,Fired Upon,0,0,Knives,"Fishing Vessel attacked by Hobyo-Harardhere PAG underway in transit lane. MOA: mothership-launched skiff swarm. Weapons observed: knives/machetes. master engaged evasive maneuvers, RPG and small arms fire received."
ASAM-2012-00415,2014-11-23T18:28:00,2014,11,10.45,114.7241,South China Sea,Container Ship,Fired Upon,0,0,Knives,"Container Ship attacked by Filipino anchor-rob crew underway in transit lane. MOA: stealth anchorage boarding. Weapons observed: AK-47. master engaged evasive maneuvers, RPG and small arms fire received."
ASAM-2013-00416,2008-04-03T03:11:00,2008,4,13.5987,50.6999,Gulf of Aden,Crude Oil Tanker,Hijacked,0,15,RPG,"Crude Oil Tanker attacked by Somali pirate skiff network approx 245nm offshore. MOA: AK-47 small arms suppression. Weapons observed: M16 + RPG. vessel hijacked, crew of 12 taken to coastal anchorage; 15 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2014-00417,2021-01-26T16:17:00,2021,1,6.2233,6.6439,Gulf of Guinea,General Cargo,Attempted,0,0,RPG,General Cargo attacked by Nigerian kidnap-for-ransom cell at anchorage. MOA: AK-47 + GPMG armed boarding. Weapons observed: small arms. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2015-00418,2019-07-27T03:00:00,2019,7,3.8918,5.1093,Gulf of Guinea,Yacht,Suspicious Approach,1,0,Knives,Yacht attacked by Niger Delta militant offshoot at anchorage. MOA: tanker product theft (siphon). Weapons observed: M16 + RPG. unidentified skiff shadowed vessel for 18 minutes before withdrawing; 4 crew sustained injuries.
ASAM-2016-00419,2003-11-13T04:39:00,2003,11,4.5093,100.5138,Strait of Malacca,Bulk Carrier,Attempted,0,0,Small arms,Bulk Carrier attacked by Free Aceh splinter (historical) underway in transit lane. MOA: fast skiff rob at narrow channel. Weapons observed: AK-47. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2017-00420,2012-05-14T21:51:00,2012,5,12.2063,42.118,Gulf of Aden,LPG/LNG Tanker,Boarded,0,0,AK-47,"LPG/LNG Tanker attacked by Puntland-based PAG approx 58nm offshore. MOA: grappling hook boarding at low freeboard. Weapons observed: knives/machetes. boarders rifled bridge & masters cabin, stole cash and electronics."
